facility_name,facility_id,state,condition,condition_name,measure_name,number_of_discharges,readmissions_footnote,excess_readmission_ratio,predicted_readmission_rate,expected_readmission_rate,calc_err,calc_err_match,number_of_readmissions,readm_start_date,readm_end_date
PROVIDENCE ST MARY MEDICAL CENTER,500002,WA,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,327.0,,0.9466,3.9569,4.1802,0.9465815032773551,1.0,12.0,7/1/18,6/30/21
PROVIDENCE ST MARY MEDICAL CENTER,500002,WA,HF,Heart Failure,READM-30-HF-HRRP,311.0,,0.9064,17.7799,19.6163,0.9063839765908964,1.0,49.0,7/1/18,6/30/21
PROVIDENCE ST MARY MEDICAL CENTER,500002,WA,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,98.0,,1.0005,17.3069,17.2981,1.0005087263919157,1.0,17.0,7/1/18,6/30/21
PROVIDENCE ST MARY MEDICAL CENTER,500002,WA,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
PROVIDENCE ST MARY MEDICAL CENTER,500002,WA,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,190.0,,1.0577,13.2258,12.5049,1.0576494014346376,0.0,28.0,7/1/18,6/30/21
SKAGIT VALLEY HOSPITAL,500003,WA,PN,Pneumonia,READM-30-PN-HRRP,298.0,,1.0157,16.0587,15.8105,1.015698428259701,1.0,49.0,7/1/18,6/30/21
SKAGIT VALLEY HOSPITAL,500003,WA,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,,0.8725,3.5209,4.0354,0.8725033453932696,1.0,,7/1/18,6/30/21
SKAGIT VALLEY HOSPITAL,500003,WA,HF,Heart Failure,READM-30-HF-HRRP,324.0,,1.0338,20.625,19.9506,1.0338034946317403,1.0,69.0,7/1/18,6/30/21
SKAGIT VALLEY HOSPITAL,500003,WA,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,117.0,,0.941,17.675,18.7831,0.9410054783289233,1.0,16.0,7/1/18,6/30/21
SKAGIT VALLEY HOSPITAL,500003,WA,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
SKAGIT VALLEY HOSPITAL,500003,WA,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,212.0,,0.9634,12.2193,12.6837,0.9633860781948486,1.0,24.0,7/1/18,6/30/21
VIRGINIA MASON MEDICAL CENTER,500005,WA,PN,Pneumonia,READM-30-PN-HRRP,251.0,,0.9771,17.0243,17.4235,0.9770884150715987,1.0,41.0,7/1/18,6/30/21
VIRGINIA MASON MEDICAL CENTER,500005,WA,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,706.0,,0.7564,2.7903,3.6889,0.7564043481796742,1.0,15.0,7/1/18,6/30/21
VIRGINIA MASON MEDICAL CENTER,500005,WA,HF,Heart Failure,READM-30-HF-HRRP,361.0,,1.0331,22.1125,21.4031,1.0331447313706894,1.0,82.0,7/1/18,6/30/21
VIRGINIA MASON MEDICAL CENTER,500005,WA,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,73.0,,1.0076,22.4339,22.2646,1.007603999173576,1.0,17.0,7/1/18,6/30/21
VIRGINIA MASON MEDICAL CENTER,500005,WA,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,,0.804,8.8813,11.0466,0.8039849365415602,1.0,,7/1/18,6/30/21
VIRGINIA MASON MEDICAL CENTER,500005,WA,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,284.0,,0.8994,13.2071,14.6844,0.899396638609681,1.0,32.0,7/1/18,6/30/21
ISLAND HOSPITAL,500007,WA,PN,Pneumonia,READM-30-PN-HRRP,92.0,,0.9771,13.7439,14.0665,0.9770660789819785,1.0,11.0,7/1/18,6/30/21
ISLAND HOSPITAL,500007,WA,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,,1.0315,4.2362,4.1069,1.0314836007694368,1.0,,7/1/18,6/30/21
ISLAND HOSPITAL,500007,WA,HF,Heart Failure,READM-30-HF-HRRP,95.0,,0.9827,16.9374,17.2364,0.982652990183565,1.0,15.0,7/1/18,6/30/21
ISLAND HOSPITAL,500007,WA,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,,,0.9973,17.9452,17.9932,0.9973323255452059,1.0,,7/1/18,6/30/21
ISLAND HOSPITAL,500007,WA,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
ISLAND HOSPITAL,500007,WA,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,,The number of cases/patients is too few to report.,,,,,,,7/1/18,6/30/21
UNIVERSITY OF WASHINGTON MEDICAL CTR,500008,WA,PN,Pneumonia,READM-30-PN-HRRP,234.0,,1.0095,17.2186,17.0564,1.0095096268849229,1.0,41.0,7/1/18,6/30/21
UNIVERSITY OF WASHINGTON MEDICAL CTR,500008,WA,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,,1.1452,5.595,4.8857,1.1451787870724768,1.0,,7/1/18,6/30/21
UNIVERSITY OF WASHINGTON MEDICAL CTR,500008,WA,HF,Heart Failure,READM-30-HF-HRRP,399.0,,0.9906,19.7019,19.8883,0.9906276554557201,1.0,78.0,7/1/18,6/30/21
UNIVERSITY OF WASHINGTON MEDICAL CTR,500008,WA,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,71.0,,0.988,18.2237,18.4443,0.9880396653708735,1.0,12.0,7/1/18,6/30/21
UNIVERSITY OF WASHINGTON MEDICAL CTR,500008,WA,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,,1.032,11.9127,11.543,1.0320280689595425,1.0,,7/1/18,6/30/21
UNIVERSITY OF WASHINGTON MEDICAL CTR,500008,WA,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,180.0,,1.0402,16.0604,15.4391,1.040241983017145,1.0,31.0,7/1/18,6/30/21
HIGHLINE MEDICAL CENTER,500011,WA,PN,Pneumonia,READM-30-PN-HRRP,123.0,,0.9224,14.5346,15.7573,0.9224042189969093,1.0,12.0,7/1/18,6/30/21
HIGHLINE MEDICAL CENTER,500011,WA,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,,0.9625,4.4587,4.6322,0.962544795129744,1.0,,7/1/18,6/30/21
HIGHLINE MEDICAL CENTER,500011,WA,HF,Heart Failure,READM-30-HF-HRRP,194.0,,0.9364,18.6676,19.9344,0.9364515611204751,0.0,32.0,7/1/18,6/30/21
HIGHLINE MEDICAL CENTER,500011,WA,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,,,0.9988,19.7938,19.8178,0.9987889674938693,1.0,,7/1/18,6/30/21
HIGHLINE MEDICAL CENTER,500011,WA,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
HIGHLINE MEDICAL CENTER,500011,WA,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,,,0.9724,12.5945,12.9524,0.972368055341095,1.0,,7/1/18,6/30/21
PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,500014,WA,PN,Pneumonia,READM-30-PN-HRRP,393.0,,0.8686,13.2459,15.25,0.8685836065573771,1.0,42.0,7/1/18,6/30/21
PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,500014,WA,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,275.0,,1.2155,4.6065,3.7897,1.2155315724199804,1.0,16.0,7/1/18,6/30/21
PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,500014,WA,HF,Heart Failure,READM-30-HF-HRRP,612.0,,0.8724,17.2704,19.7964,0.8724010426138086,1.0,97.0,7/1/18,6/30/21
PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,500014,WA,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,267.0,,1.003,19.3872,19.329,1.0030110197113147,1.0,52.0,7/1/18,6/30/21
PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,500014,WA,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,95.0,,1.0846,12.8068,11.8082,1.0845683508070665,1.0,14.0,7/1/18,6/30/21
PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,500014,WA,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,349.0,,1.0432,14.8371,14.2226,1.043205883593717,1.0,54.0,7/1/18,6/30/21
MULTICARE AUBURN MEDICAL CENTER,500015,WA,PN,Pneumonia,READM-30-PN-HRRP,166.0,,1.0597,19.0283,17.9569,1.0596650869582167,1.0,36.0,7/1/18,6/30/21
MULTICARE AUBURN MEDICAL CENTER,500015,WA,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,,1.0019,3.8692,3.8617,1.0019421498303858,1.0,,7/1/18,6/30/21
MULTICARE AUBURN MEDICAL CENTER,500015,WA,HF,Heart Failure,READM-30-HF-HRRP,165.0,,0.9399,20.0385,21.321,0.9398480371464752,0.0,29.0,7/1/18,6/30/21
MULTICARE AUBURN MEDICAL CENTER,500015,WA,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,75.0,,1.0045,20.8556,20.7625,1.0044840457555688,1.0,16.0,7/1/18,6/30/21
MULTICARE AUBURN MEDICAL CENTER,500015,WA,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,0.0,No cases met the criteria for this measure.,,,,,,,7/1/18,6/30/21
MULTICARE AUBURN MEDICAL CENTER,500015,WA,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,70.0,,1.0566,15.7499,14.9057,1.056636051980115,1.0,14.0,7/1/18,6/30/21
CENTRAL WASHINGTON HOSPITAL,500016,WA,PN,Pneumonia,READM-30-PN-HRRP,366.0,,0.8276,13.5831,16.4133,0.8275666684944527,1.0,36.0,7/1/18,6/30/21
CENTRAL WASHINGTON HOSPITAL,500016,WA,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,,0.8903,4.1945,4.7111,0.8903440810001909,1.0,,7/1/18,6/30/21
CENTRAL WASHINGTON HOSPITAL,500016,WA,HF,Heart Failure,READM-30-HF-HRRP,475.0,,0.9639,19.8738,20.6171,0.9639474028840137,1.0,92.0,7/1/18,6/30/21
CENTRAL WASHINGTON HOSPITAL,500016,WA,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,120.0,,0.9348,16.7914,17.9622,0.934818674772578,1.0,15.0,7/1/18,6/30/21
CENTRAL WASHINGTON HOSPITAL,500016,WA,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,,0.9674,11.2123,11.5898,0.9674282558801706,1.0,,7/1/18,6/30/21
CENTRAL WASHINGTON HOSPITAL,500016,WA,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,343.0,,0.8597,11.2789,13.1191,0.8597312315631408,1.0,31.0,7/1/18,6/30/21
PROVIDENCE CENTRALIA HOSPITAL,500019,WA,PN,Pneumonia,READM-30-PN-HRRP,179.0,,1.0082,15.3114,15.1869,1.0081978547300634,1.0,28.0,7/1/18,6/30/21
PROVIDENCE CENTRALIA HOSPITAL,500019,WA,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,,0.9124,3.9279,4.3052,0.9123617950385581,1.0,,7/1/18,6/30/21
PROVIDENCE CENTRALIA HOSPITAL,500019,WA,HF,Heart Failure,READM-30-HF-HRRP,208.0,,0.9401,17.7537,18.8851,0.9400903357673508,1.0,33.0,7/1/18,6/30/21
PROVIDENCE CENTRALIA HOSPITAL,500019,WA,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,78.0,,1.0304,17.6001,17.0812,1.0303784277451233,1.0,16.0,7/1/18,6/30/21
PROVIDENCE CENTRALIA HOSPITAL,500019,WA,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
PROVIDENCE CENTRALIA HOSPITAL,500019,WA,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,,The number of cases/patients is too few to report.,,,,,,,7/1/18,6/30/21
ST CLARE HOSPITAL,500021,WA,PN,Pneumonia,READM-30-PN-HRRP,194.0,,0.941,15.1672,16.1181,0.9410042126553378,1.0,25.0,7/1/18,6/30/21
ST CLARE HOSPITAL,500021,WA,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,,0.9633,4.3361,4.5013,0.9632994912580811,1.0,,7/1/18,6/30/21
ST CLARE HOSPITAL,500021,WA,HF,Heart Failure,READM-30-HF-HRRP,178.0,,1.059,22.0218,20.7956,1.058964396314605,1.0,43.0,7/1/18,6/30/21
ST CLARE HOSPITAL,500021,WA,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,,,0.9846,17.4903,17.7644,0.9845702641237533,1.0,,7/1/18,6/30/21
ST CLARE HOSPITAL,500021,WA,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
ST CLARE HOSPITAL,500021,WA,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,,The number of cases/patients is too few to report.,,,,,,,7/1/18,6/30/21
PROVIDENCE ST PETER HOSPITAL,500024,WA,PN,Pneumonia,READM-30-PN-HRRP,400.0,,0.8801,13.8141,15.6961,0.8800976038633801,1.0,46.0,7/1/18,6/30/21
PROVIDENCE ST PETER HOSPITAL,500024,WA,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,345.0,,0.9156,3.6212,3.9551,0.9155773558190691,1.0,11.0,7/1/18,6/30/21
PROVIDENCE ST PETER HOSPITAL,500024,WA,HF,Heart Failure,READM-30-HF-HRRP,774.0,,1.0179,20.6511,20.288,1.0178972791798107,1.0,161.0,7/1/18,6/30/21
PROVIDENCE ST PETER HOSPITAL,500024,WA,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,178.0,,1.064,19.7302,18.5433,1.0640069459049901,1.0,40.0,7/1/18,6/30/21
PROVIDENCE ST PETER HOSPITAL,500024,WA,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,126.0,,0.8886,10.8324,12.1906,0.8885862877955145,1.0,11.0,7/1/18,6/30/21
PROVIDENCE ST PETER HOSPITAL,500024,WA,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,461.0,,0.9741,12.2215,12.5469,0.9740653069682551,1.0,55.0,7/1/18,6/30/21
SWEDISH MEDICAL CENTER / CHERRY HILL,500025,WA,PN,Pneumonia,READM-30-PN-HRRP,,,0.9944,15.4399,15.5264,0.9944288437757625,1.0,,7/1/18,6/30/21
SWEDISH MEDICAL CENTER / CHERRY HILL,500025,WA,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
SWEDISH MEDICAL CENTER / CHERRY HILL,500025,WA,HF,Heart Failure,READM-30-HF-HRRP,398.0,,0.9353,19.4321,20.7764,0.9352967790377543,1.0,73.0,7/1/18,6/30/21
SWEDISH MEDICAL CENTER / CHERRY HILL,500025,WA,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,,The number of cases/patients is too few to report.,,,,,,,7/1/18,6/30/21
SWEDISH MEDICAL CENTER / CHERRY HILL,500025,WA,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,165.0,,0.9977,11.546,11.5721,0.9977445753147656,1.0,19.0,7/1/18,6/30/21
SWEDISH MEDICAL CENTER / CHERRY HILL,500025,WA,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,276.0,,0.9404,14.2127,15.1137,0.9403852134156427,1.0,36.0,7/1/18,6/30/21
SWEDISH EDMONDS HOSPITAL,500026,WA,PN,Pneumonia,READM-30-PN-HRRP,281.0,,0.9462,14.9544,15.8053,0.9461636286562102,1.0,38.0,7/1/18,6/30/21
SWEDISH EDMONDS HOSPITAL,500026,WA,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,,0.9372,3.5124,3.7479,0.9371648122948851,1.0,,7/1/18,6/30/21
SWEDISH EDMONDS HOSPITAL,500026,WA,HF,Heart Failure,READM-30-HF-HRRP,305.0,,0.9693,19.6799,20.303,0.9693099541939615,1.0,58.0,7/1/18,6/30/21
SWEDISH EDMONDS HOSPITAL,500026,WA,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,101.0,,0.9667,19.5066,20.1779,0.9667309283919535,1.0,17.0,7/1/18,6/30/21
SWEDISH EDMONDS HOSPITAL,500026,WA,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
SWEDISH EDMONDS HOSPITAL,500026,WA,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,106.0,,0.9318,14.8771,15.9659,0.9318046586788092,1.0,12.0,7/1/18,6/30/21
SWEDISH MEDICAL CENTER,500027,WA,PN,Pneumonia,READM-30-PN-HRRP,320.0,,1.0185,15.5203,15.2382,1.018512685225289,1.0,51.0,7/1/18,6/30/21
SWEDISH MEDICAL CENTER,500027,WA,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,828.0,,0.7451,2.6487,3.5548,0.7451052098570945,1.0,17.0,7/1/18,6/30/21
SWEDISH MEDICAL CENTER,500027,WA,HF,Heart Failure,READM-30-HF-HRRP,280.0,,0.966,19.3714,20.0538,0.9659715365666358,1.0,52.0,7/1/18,6/30/21
SWEDISH MEDICAL CENTER,500027,WA,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,132.0,,0.9672,18.6631,19.2966,0.9671703823471491,1.0,22.0,7/1/18,6/30/21
SWEDISH MEDICAL CENTER,500027,WA,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
SWEDISH MEDICAL CENTER,500027,WA,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,,The number of cases/patients is too few to report.,,,,,,,7/1/18,6/30/21
ST JOSEPH HOSPITAL,500030,WA,PN,Pneumonia,READM-30-PN-HRRP,542.0,,0.8315,12.7656,15.3532,0.831461845087669,1.0,56.0,7/1/18,6/30/21
ST JOSEPH HOSPITAL,500030,WA,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,,0.7396,2.882,3.8966,0.7396191551609096,1.0,,7/1/18,6/30/21
ST JOSEPH HOSPITAL,500030,WA,HF,Heart Failure,READM-30-HF-HRRP,652.0,,0.8615,17.2528,20.0271,0.8614727044854222,1.0,103.0,7/1/18,6/30/21
ST JOSEPH HOSPITAL,500030,WA,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,163.0,,0.9361,17.2189,18.3937,0.9361303054850303,1.0,23.0,7/1/18,6/30/21
ST JOSEPH HOSPITAL,500030,WA,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,,0.9028,10.4911,11.621,0.902770845882454,1.0,,7/1/18,6/30/21
ST JOSEPH HOSPITAL,500030,WA,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,402.0,,0.9468,13.3893,14.1422,0.9467621727878265,1.0,51.0,7/1/18,6/30/21
GRAYS HARBOR COMMUNITY HOSPITAL,500031,WA,PN,Pneumonia,READM-30-PN-HRRP,208.0,,0.9954,16.5084,16.5843,0.9954233823556016,1.0,34.0,7/1/18,6/30/21
GRAYS HARBOR COMMUNITY HOSPITAL,500031,WA,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,,0.9411,3.4054,3.6184,0.9411342029626355,1.0,,7/1/18,6/30/21
GRAYS HARBOR COMMUNITY HOSPITAL,500031,WA,HF,Heart Failure,READM-30-HF-HRRP,208.0,,0.9582,20.0949,20.9709,0.9582278299929903,1.0,39.0,7/1/18,6/30/21
GRAYS HARBOR COMMUNITY HOSPITAL,500031,WA,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,102.0,,0.9783,19.3425,19.7714,0.9783070495766613,1.0,18.0,7/1/18,6/30/21
GRAYS HARBOR COMMUNITY HOSPITAL,500031,WA,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
GRAYS HARBOR COMMUNITY HOSPITAL,500031,WA,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,,,1.0665,15.9825,14.9864,1.0664669300165484,1.0,,7/1/18,6/30/21
SAMARITAN HOSPITAL,500033,WA,PN,Pneumonia,READM-30-PN-HRRP,114.0,,0.9953,15.2115,15.283,0.9953215991624681,1.0,17.0,7/1/18,6/30/21
SAMARITAN HOSPITAL,500033,WA,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,,0.9372,3.6653,3.911,0.9371771925338788,1.0,,7/1/18,6/30/21
SAMARITAN HOSPITAL,500033,WA,HF,Heart Failure,READM-30-HF-HRRP,89.0,,0.9228,18.1523,19.6714,0.9227762131825901,1.0,11.0,7/1/18,6/30/21
SAMARITAN HOSPITAL,500033,WA,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,,,0.9396,17.4179,18.5371,0.9396237814976452,1.0,,7/1/18,6/30/21
SAMARITAN HOSPITAL,500033,WA,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
SAMARITAN HOSPITAL,500033,WA,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,,The number of cases/patients is too few to report.,,,,,,,7/1/18,6/30/21
YAKIMA VALLEY MEMORIAL,500036,WA,PN,Pneumonia,READM-30-PN-HRRP,471.0,,0.9154,13.872,15.1538,0.9154139555754992,1.0,59.0,7/1/18,6/30/21
YAKIMA VALLEY MEMORIAL,500036,WA,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,,0.9763,3.7029,3.7927,0.9763229361668468,1.0,,7/1/18,6/30/21
YAKIMA VALLEY MEMORIAL,500036,WA,HF,Heart Failure,READM-30-HF-HRRP,582.0,,0.9547,19.0705,19.9755,0.9546945007634352,1.0,108.0,7/1/18,6/30/21
YAKIMA VALLEY MEMORIAL,500036,WA,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,201.0,,1.0431,18.783,18.0076,1.0430595970590195,1.0,41.0,7/1/18,6/30/21
YAKIMA VALLEY MEMORIAL,500036,WA,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
YAKIMA VALLEY MEMORIAL,500036,WA,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,237.0,,0.821,10.9512,13.3397,0.8209479973312743,0.0,16.0,7/1/18,6/30/21
ASTRIA TOPPENISH HOSPITAL,500037,WA,PN,Pneumonia,READM-30-PN-HRRP,,The number of cases/patients is too few to report.,,,,,,,7/1/18,6/30/21
ASTRIA TOPPENISH HOSPITAL,500037,WA,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
ASTRIA TOPPENISH HOSPITAL,500037,WA,HF,Heart Failure,READM-30-HF-HRRP,,The number of cases/patients is too few to report.,,,,,,,7/1/18,6/30/21
ASTRIA TOPPENISH HOSPITAL,500037,WA,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,,The number of cases/patients is too few to report.,,,,,,,7/1/18,6/30/21
ASTRIA TOPPENISH HOSPITAL,500037,WA,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
ASTRIA TOPPENISH HOSPITAL,500037,WA,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
HARRISON MEDICAL CENTER,500039,WA,PN,Pneumonia,READM-30-PN-HRRP,511.0,,0.9611,16.0314,16.6795,0.9611439191822297,1.0,79.0,7/1/18,6/30/21
HARRISON MEDICAL CENTER,500039,WA,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,404.0,,0.9023,3.649,4.044,0.9023244312561821,1.0,13.0,7/1/18,6/30/21
HARRISON MEDICAL CENTER,500039,WA,HF,Heart Failure,READM-30-HF-HRRP,650.0,,0.8889,18.557,20.8755,0.8889367919331274,1.0,113.0,7/1/18,6/30/21
HARRISON MEDICAL CENTER,500039,WA,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,145.0,,0.9727,19.4398,19.9862,0.972661136183967,1.0,26.0,7/1/18,6/30/21
HARRISON MEDICAL CENTER,500039,WA,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,178.0,,0.852,9.2732,10.8843,0.8519794566485671,1.0,13.0,7/1/18,6/30/21
HARRISON MEDICAL CENTER,500039,WA,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,462.0,,0.9051,11.9214,13.1717,0.905076793428335,1.0,50.0,7/1/18,6/30/21
PEACEHEALTH ST JOHN MEDICAL CENTER,500041,WA,PN,Pneumonia,READM-30-PN-HRRP,280.0,,0.9768,15.6122,15.9823,0.9768431327155666,1.0,42.0,7/1/18,6/30/21
PEACEHEALTH ST JOHN MEDICAL CENTER,500041,WA,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,,0.9221,3.9569,4.2912,0.9220963832960478,1.0,,7/1/18,6/30/21
PEACEHEALTH ST JOHN MEDICAL CENTER,500041,WA,HF,Heart Failure,READM-30-HF-HRRP,319.0,,0.9906,20.571,20.7668,0.9905714891076142,1.0,65.0,7/1/18,6/30/21
PEACEHEALTH ST JOHN MEDICAL CENTER,500041,WA,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,132.0,,1.0184,20.8571,20.4794,1.0184429231325136,1.0,29.0,7/1/18,6/30/21
PEACEHEALTH ST JOHN MEDICAL CENTER,500041,WA,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
PEACEHEALTH ST JOHN MEDICAL CENTER,500041,WA,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,91.0,,1.0693,15.9068,14.8757,1.0693143852054021,1.0,18.0,7/1/18,6/30/21
DEACONESS MEDICAL CENTER,500044,WA,PN,Pneumonia,READM-30-PN-HRRP,246.0,,1.0298,16.5991,16.1194,1.0297591721776245,1.0,43.0,7/1/18,6/30/21
DEACONESS MEDICAL CENTER,500044,WA,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,,1.0252,3.5815,3.4936,1.0251602931073964,1.0,,7/1/18,6/30/21
DEACONESS MEDICAL CENTER,500044,WA,HF,Heart Failure,READM-30-HF-HRRP,373.0,,0.9791,20.208,20.6394,0.9790982295996976,1.0,74.0,7/1/18,6/30/21
DEACONESS MEDICAL CENTER,500044,WA,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,,,0.94,17.5915,18.7136,0.9400382609439125,1.0,,7/1/18,6/30/21
